"Airline","Date_of_Journey","Source","Destination","Dep_Time","Duration","Total_Stops","Price"
"Vistara","2019-06-03","Mumbai","Hyderabad","08:45:00",1480,"1 stop",12395
"Air India","2019-06-03","Delhi","Cochin","12:00:00",1180,"2 stops",14746
"Air India","2019-06-03","Delhi","Cochin","05:10:00",170,"non-stop",6881
"Air India","2019-06-03","Delhi","Cochin","12:30:00",1255,"1 stop",13832
"IndiGo","2019-06-03","Kolkata","Banglore","14:20:00",155,"non-stop",5618
"Multiple carriers","2019-06-03","Delhi","Cochin","17:00:00",515,"1 stop",24318
"Air Asia","2019-06-03","Delhi","Cochin","16:45:00",865,"1 stop",8627
"Jet Airways","2019-06-03","Delhi","Cochin","16:50:00",2135,"2 stops",19907
"Air India","2019-06-03","Mumbai","Hyderabad","05:55:00",965,"1 stop",10366
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1235,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",1475,"2 stops",21954
"Air India","2019-06-03","Delhi","Cochin","06:05:00",1640,"1 stop",12677
"Jet Airways","2019-06-03","Delhi","Cochin","18:15:00",1530,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",745,"1 stop",16736
"SpiceJet","2019-06-03","Kolkata","Banglore","17:15:00",150,"non-stop",4622
"IndiGo","2019-06-03","Kolkata","Banglore","15:10:00",155,"non-stop",5618
"Air India","2019-06-03","Mumbai","Hyderabad","05:30:00",990,"2 stops",9678
"Jet Airways","2019-06-03","Mumbai","Hyderabad","20:45:00",1205,"1 stop",19595
"Jet Airways","2019-06-03","Banglore","New Delhi","20:35:00",775,"1 stop",17261
"IndiGo","2019-06-03","Delhi","Cochin","11:30:00",570,"1 stop",14871
"Jet Airways","2019-06-03","Banglore","New Delhi","16:55:00",1050,"1 stop",17261
"Multiple carriers","2019-06-03","Delhi","Cochin","09:10:00",605,"1 stop",15077
"SpiceJet","2019-06-03","Mumbai","Hyderabad","14:10:00",495,"1 stop",13552
"Air India","2019-06-03","Delhi","Cochin","20:30:00",1590,"1 stop",8854
"Air India","2019-06-03","Mumbai","Hyderabad","09:40:00",845,"2 stops",22619
"Multiple carriers","2019-06-03","Delhi","Cochin","16:00:00",575,"1 stop",15136
"IndiGo","2019-06-03","Delhi","Cochin","17:30:00",485,"1 stop",14871
"Jet Airways","2019-06-03","Delhi","Cochin","02:15:00",1570,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",380,"1 stop",19225
"SpiceJet","2019-06-03","Delhi","Cochin","06:10:00",310,"1 stop",9748
"Air India","2019-06-03","Banglore","New Delhi","11:50:00",725,"1 stop",15434
"Air India","2019-06-03","Delhi","Cochin","09:00:00",1360,"1 stop",14882
"IndiGo","2019-06-03","Delhi","Cochin","09:10:00",710,"1 stop",14871
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",1995,"2 stops",16809
"Multiple carriers","2019-06-03","Delhi","Cochin","09:45:00",695,"2 stops",10444
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",2860,"2 stops",20694
"Air India","2019-06-03","Banglore","New Delhi","06:45:00",330,"1 stop",13912
"Jet Airways","2019-06-03","Delhi","Cochin","13:00:00",350,"1 stop",15103
"Multiple carriers","2019-06-03","Delhi","Cochin","10:20:00",640,"1 stop",15147
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1365,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","16:55:00",1110,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",1435,"1 stop",17471
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1165,"1 stop",17261
"Multiple carriers","2019-06-03","Delhi","Cochin","07:30:00",480,"1 stop",15147
"Jet Airways","2019-06-03","Delhi","Cochin","05:25:00",2300,"2 stops",16389
"Jet Airways","2019-06-03","Banglore","New Delhi","07:00:00",375,"1 stop",19225
"Multiple carriers","2019-06-03","Delhi","Cochin","11:30:00",465,"1 stop",15342
"Air India","2019-06-03","Delhi","Cochin","07:00:00",1480,"1 stop",15407
"Jet Airways","2019-06-03","Banglore","New Delhi","21:25:00",780,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","14:05:00",1280,"1 stop",13712
"Multiple carriers","2019-06-03","Delhi","Cochin","07:00:00",510,"1 stop",15603
"Vistara","2019-06-03","Delhi","Cochin","14:55:00",175,"non-stop",8001
"IndiGo","2019-06-03","Delhi","Cochin","09:10:00",985,"1 stop",14871
"Jet Airways","2019-06-03","Banglore","New Delhi","22:50:00",695,"1 stop",17261
"Multiple carriers","2019-06-03","Delhi","Cochin","07:05:00",375,"1 stop",17267
"Jet Airways","2019-06-03","Delhi","Cochin","13:00:00",350,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","16:55:00",965,"1 stop",17261
"Jet Airways","2019-06-03","Banglore","New Delhi","16:55:00",995,"1 stop",17261
"Air India","2019-06-03","Delhi","Cochin","23:00:00",520,"1 stop",14777
"IndiGo","2019-06-03","Chennai","Kolkata","19:35:00",140,"non-stop",7295
"Air India","2019-06-03","Delhi","Cochin","07:05:00",1580,"2 stops",9190
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",1475,"2 stops",19329
"Vistara","2019-06-03","Chennai","Kolkata","07:05:00",135,"non-stop",7414
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1280,"1 stop",17261
"Multiple carriers","2019-06-03","Delhi","Cochin","10:20:00",915,"1 stop",15147
"Air India","2019-06-03","Mumbai","Hyderabad","21:10:00",255,"2 stops",17327
"Air India","2019-06-03","Delhi","Cochin","07:00:00",735,"1 stop",15809
"Multiple carriers","2019-06-03","Delhi","Cochin","11:30:00",570,"1 stop",15136
"SpiceJet","2019-06-03","Delhi","Cochin","15:55:00",360,"1 stop",9748
"Multiple carriers","2019-06-03","Delhi","Cochin","10:20:00",535,"1 stop",15353
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",435,"1 stop",19225
"Air India","2019-06-03","Banglore","New Delhi","08:15:00",880,"2 stops",13942
"Multiple carriers","2019-06-03","Delhi","Cochin","07:05:00",915,"1 stop",6916
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",405,"1 stop",19225
"Air India","2019-06-03","Delhi","Cochin","16:40:00",1595,"2 stops",12646
"Jet Airways","2019-06-03","Delhi","Cochin","09:55:00",1110,"1 stop",15764
"Jet Airways","2019-06-03","Delhi","Cochin","22:20:00",1285,"1 stop",17024
"IndiGo","2019-06-03","Kolkata","Banglore","20:25:00",160,"non-stop",4778
"Multiple carriers","2019-06-03","Delhi","Cochin","04:45:00",845,"1 stop",13875
"Multiple carriers","2019-06-03","Delhi","Cochin","07:00:00",710,"1 stop",15867
"IndiGo","2019-06-03","Chennai","Kolkata","07:55:00",140,"non-stop",7295
"Multiple carriers","2019-06-03","Delhi","Cochin","11:30:00",465,"1 stop",15077
"Jet Airways","2019-06-03","Banglore","New Delhi","11:40:00",1200,"1 stop",16736
"GoAir","2019-06-03","Delhi","Cochin","14:10:00",310,"1 stop",19495
"Vistara","2019-06-03","Mumbai","Hyderabad","21:55:00",1500,"1 stop",12395
"Jet Airways","2019-06-03","Delhi","Cochin","11:30:00",1015,"1 stop",13843
"SpiceJet","2019-06-03","Mumbai","Hyderabad","05:45:00",80,"non-stop",4129
"Air India","2019-06-03","Mumbai","Hyderabad","12:45:00",1840,"2 stops",13253
"IndiGo","2019-06-03","Delhi","Cochin","04:45:00",645,"1 stop",13611
"Multiple carriers","2019-06-03","Delhi","Cochin","07:30:00",810,"1 stop",15147
"IndiGo","2019-06-03","Mumbai","Hyderabad","02:30:00",90,"non-stop",3175
"Air India","2019-06-03","Banglore","New Delhi","12:00:00",685,"3 stops",14195
"IndiGo","2019-06-03","Delhi","Cochin","06:40:00",320,"1 stop",5647
"IndiGo","2019-06-03","Chennai","Kolkata","11:35:00",145,"non-stop",7295
"Jet Airways","2019-06-03","Delhi","Cochin","05:40:00",1365,"2 stops",17271
"Air India","2019-06-03","Banglore","New Delhi","08:50:00",1900,"2 stops",14143
"Multiple carriers","2019-06-03","Delhi","Cochin","09:55:00",665,"1 stop",15136
"Jet Airways","2019-06-03","Banglore","New Delhi","16:55:00",730,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","09:55:00",535,"1 stop",17024
"Multiple carriers","2019-06-03","Delhi","Cochin","09:55:00",560,"1 stop",15342
"Multiple carriers","2019-06-03","Delhi","Cochin","09:00:00",615,"1 stop",15342
"SpiceJet","2019-06-03","Kolkata","Banglore","09:00:00",150,"non-stop",4096
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",1445,"1 stop",13712
"Jet Airways","2019-06-03","Banglore","New Delhi","08:55:00",1400,"1 stop",14815
"Jet Airways","2019-06-03","Mumbai","Hyderabad","07:10:00",85,"non-stop",9536
"Air India","2019-06-03","Banglore","New Delhi","08:15:00",1625,"2 stops",13942
"Jet Airways","2019-06-03","Delhi","Cochin","16:00:00",1665,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","07:00:00",860,"1 stop",16736
"Jet Airways","2019-06-03","Banglore","New Delhi","20:35:00",700,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","19:45:00",1440,"1 stop",17024
"Jet Airways","2019-06-03","Banglore","New Delhi","05:45:00",625,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","05:25:00",1380,"2 stops",16914
"Air India","2019-06-03","Mumbai","Hyderabad","06:00:00",1995,"2 stops",14219
"Jet Airways","2019-06-03","Banglore","New Delhi","20:35:00",665,"1 stop",16736
"Vistara","2019-06-03","Mumbai","Hyderabad","15:40:00",1505,"1 stop",12395
"Jet Airways","2019-06-03","Banglore","New Delhi","08:00:00",670,"1 stop",16736
"Jet Airways","2019-06-03","Delhi","Cochin","19:10:00",1995,"2 stops",20694
"Multiple carriers","2019-06-03","Delhi","Cochin","09:00:00",720,"1 stop",15078
"SpiceJet","2019-06-04","Delhi","Cochin","17:55:00",295,"1 stop",4957
"IndiGo","2019-06-04","Banglore","Delhi","18:25:00",175,"non-stop",4823
"Jet Airways","2019-06-04","Banglore","Delhi","08:20:00",180,"non-stop",4544
"Vistara Premium economy","2019-06-04","Banglore","Delhi","11:30:00",170,"non-stop",5969
"Jet Airways","2019-06-04","Delhi","Cochin","08:00:00",660,"1 stop",5406
"SpiceJet","2019-06-04","Kolkata","Banglore","22:20:00",140,"non-stop",3841
"Air India","2019-06-04","Kolkata","Banglore","20:45:00",155,"non-stop",4460
"Air India","2019-06-04","Banglore","Delhi","10:00:00",165,"non-stop",5176
"Jet Airways","2019-06-04","Delhi","Cochin","11:00:00",195,"non-stop",4886
"Jet Airways","2019-06-04","Banglore","Delhi","17:45:00",180,"non-stop",7229
"Jet Airways","2019-06-04","Delhi","Cochin","02:15:00",620,"1 stop",5177
"Air India","2019-06-04","Delhi","Cochin","05:10:00",170,"non-stop",4729
"Jet Airways","2019-06-04","Delhi","Cochin","13:00:00",360,"1 stop",5177
"Jet Airways","2019-06-04","Banglore","Delhi","07:10:00",180,"non-stop",7229
"IndiGo","2019-06-04","Kolkata","Banglore","04:40:00",155,"non-stop",4174
"IndiGo","2019-06-04","Banglore","Delhi","16:55:00",180,"non-stop",4823
"IndiGo","2019-06-04","Kolkata","Banglore","19:20:00",265,"1 stop",3480
"SpiceJet","2019-06-04","Banglore","Delhi","05:55:00",160,"non-stop",4423
"IndiGo","2019-06-04","Banglore","Delhi","13:00:00",170,"non-stop",4423
"IndiGo","2019-06-04","Banglore","Delhi","20:00:00",170,"non-stop",4823
"Jet Airways","2019-06-04","Banglore","Delhi","15:15:00",175,"non-stop",7229
"IndiGo","2019-06-04","Delhi","Cochin","16:00:00",300,"1 stop",5073
"Vistara","2019-06-04","Banglore","Delhi","07:00:00",160,"non-stop",5613
"Air India","2019-06-04","Delhi","Cochin","06:10:00",1010,"1 stop",5022
"SpiceJet","2019-06-04","Kolkata","Banglore","14:55:00",150,"non-stop",3841
"IndiGo","2019-06-04","Banglore","Delhi","08:30:00",170,"non-stop",4823
"Vistara","2019-06-04","Banglore","Delhi","19:30:00",165,"non-stop",5613
"IndiGo","2019-06-04","Delhi","Cochin","04:55:00",505,"1 stop",5307
"IndiGo","2019-06-04","Kolkata","Banglore","17:15:00",155,"non-stop",4174
"SpiceJet","2019-06-04","Banglore","Delhi","21:10:00",175,"non-stop",3919
"IndiGo","2019-06-04","Delhi","Cochin","07:35:00",275,"1 stop",5073
"Air Asia","2019-06-04","Kolkata","Banglore","10:20:00",155,"non-stop",3807
"SpiceJet","2019-06-04","Kolkata","Banglore","09:00:00",145,"non-stop",3873
"Jet Airways","2019-06-04","Banglore","Delhi","07:10:00",180,"non-stop",4544
"Jet Airways","2019-06-04","Banglore","Delhi","19:50:00",180,"non-stop",7229
"Air India","2019-06-04","Delhi","Cochin","20:40:00",765,"1 stop",5117
"IndiGo","2019-06-04","Kolkata","Banglore","21:25:00",160,"non-stop",4174
"Air Asia","2019-06-04","Kolkata","Banglore","22:50:00",150,"non-stop",3807
"SpiceJet","2019-06-04","Kolkata","Banglore","09:00:00",145,"non-stop",3841
"IndiGo","2019-06-04","Banglore","Delhi","23:30:00",170,"non-stop",4591
"Vistara","2019-06-04","Banglore","Delhi","09:45:00",170,"non-stop",5613
"IndiGo","2019-06-04","Banglore","Delhi","06:05:00",165,"non-stop",4423
"IndiGo","2019-06-04","Delhi","Cochin","02:00:00",325,"1 stop",5046
"Jet Airways","2019-06-04","Banglore","Delhi","15:15:00",175,"non-stop",5198
"GoAir","2019-06-04","Delhi","Cochin","07:25:00",370,"1 stop",4201
"SpiceJet","2019-06-04","Kolkata","Banglore","06:55:00",155,"non-stop",3841
"Air Asia","2019-06-04","Banglore","Delhi","23:55:00",170,"non-stop",3383
"Air India","2019-06-04","Banglore","Delhi","06:10:00",165,"non-stop",5176
"Jet Airways","2019-06-04","Delhi","Cochin","11:30:00",1505,"1 stop",5177
"Jet Airways","2019-06-04","Banglore","Delhi","06:00:00",165,"non-stop",4544
"GoAir","2019-06-04","Delhi","Cochin","10:35:00",540,"1 stop",5135
"Air Asia","2019-06-04","Banglore","Delhi","11:10:00",165,"non-stop",3383
"SpiceJet","2019-06-04","Banglore","Delhi","09:30:00",170,"non-stop",4319
"IndiGo","2019-06-04","Banglore","Delhi","04:00:00",170,"non-stop",4423
"Jet Airways","2019-06-04","Banglore","Delhi","06:00:00",165,"non-stop",7229
"SpiceJet","2019-06-04","Kolkata","Banglore","14:55:00",150,"non-stop",3873
"Jet Airways","2019-06-04","Banglore","Delhi","11:10:00",175,"non-stop",7229
"IndiGo","2019-06-04","Kolkata","Banglore","11:30:00",155,"non-stop",4174
"SpiceJet","2019-06-04","Kolkata","Banglore","17:10:00",150,"non-stop",3873
"Jet Airways","2019-06-04","Delhi","Cochin","14:00:00",300,"1 stop",5177
"IndiGo","2019-06-04","Delhi","Cochin","06:50:00",320,"1 stop",5298
"SpiceJet","2019-06-04","Kolkata","Banglore","17:10:00",150,"non-stop",3841
"SpiceJet","2019-06-04","Kolkata","Banglore","22:20:00",140,"non-stop",3873
"Jet Airways","2019-06-04","Banglore","Delhi","08:20:00",180,"non-stop",7229
"Jet Airways","2019-06-04","Delhi","Cochin","02:15:00",1005,"1 stop",5177
"Air India","2019-06-04","Delhi","Cochin","06:05:00",1640,"1 stop",4487
"IndiGo","2019-06-04","Kolkata","Banglore","20:20:00",155,"non-stop",4174
"Air India","2019-06-04","Banglore","Delhi","13:20:00",170,"non-stop",5176
"IndiGo","2019-06-04","Kolkata","Banglore","14:25:00",150,"non-stop",4174
"Jet Airways","2019-06-04","Delhi","Cochin","11:30:00",450,"1 stop",5177
"Air India","2019-06-04","Delhi","Cochin","17:20:00",965,"1 stop",4697
"Air Asia","2019-06-04","Kolkata","Banglore","19:55:00",150,"non-stop",3807
"IndiGo","2019-06-04","Kolkata","Banglore","06:15:00",255,"1 stop",4226
"SpiceJet","2019-06-04","Banglore","Delhi","21:10:00",175,"non-stop",3971
"IndiGo","2019-06-04","Banglore","Delhi","10:10:00",170,"non-stop",4423
"IndiGo","2019-06-04","Banglore","Delhi","10:30:00",170,"non-stop",4423
"Air India","2019-06-04","Banglore","Delhi","17:00:00",165,"non-stop",4651
"IndiGo","2019-06-04","Kolkata","Banglore","22:15:00",155,"non-stop",4174
"Jet Airways","2019-06-04","Banglore","Delhi","18:55:00",185,"non-stop",4544
"IndiGo","2019-06-04","Kolkata","Banglore","15:15:00",150,"non-stop",4174
"IndiGo","2019-06-04","Delhi","Cochin","20:25:00",305,"1 stop",5073
"SpiceJet","2019-06-04","Banglore","Delhi","09:30:00",170,"non-stop",4423
"IndiGo","2019-06-04","Kolkata","Banglore","15:30:00",155,"non-stop",4174
"IndiGo","2019-06-04","Banglore","Delhi","22:10:00",170,"non-stop",3943
"IndiGo","2019-06-04","Banglore","Delhi","07:10:00",175,"non-stop",4823
"Vistara","2019-06-04","Banglore","Delhi","17:00:00",155,"non-stop",5613
"GoAir","2019-06-04","Banglore","Delhi","07:45:00",175,"non-stop",4632
"Jet Airways","2019-06-04","Banglore","Delhi","19:50:00",180,"non-stop",4544
"IndiGo","2019-06-04","Kolkata","Banglore","15:15:00",315,"1 stop",4268
"GoAir","2019-06-04","Banglore","Delhi","20:55:00",165,"non-stop",3419
"Air India","2019-06-04","Kolkata","Banglore","19:00:00",965,"1 stop",4437
"IndiGo","2019-06-04","Kolkata","Banglore","09:35:00",165,"non-stop",4174
"Jet Airways","2019-06-04","Delhi","Cochin","07:05:00",715,"1 stop",5406
"Jet Airways","2019-06-04","Delhi","Cochin","22:50:00",825,"1 stop",5177
"Jet Airways","2019-06-04","Banglore","Delhi","18:55:00",185,"non-stop",7229
"GoAir","2019-06-04","Delhi","Cochin","07:00:00",355,"1 stop",5135
"IndiGo","2019-06-04","Delhi","Cochin","10:35:00",300,"1 stop",5073
"Air India","2019-06-04","Delhi","Cochin","17:40:00",320,"1 stop",5232
"Jet Airways","2019-06-04","Delhi","Cochin","07:05:00",330,"1 stop",5406
"IndiGo","2019-06-04","Banglore","Delhi","18:55:00",175,"non-stop",4823
"IndiGo","2019-06-05","Mumbai","Hyderabad","19:05:00",90,"non-stop",2754
"Vistara","2019-06-05","Banglore","Delhi","09:45:00",170,"non-stop",4668
"IndiGo","2019-06-05","Chennai","Kolkata","07:55:00",140,"non-stop",3850
"Jet Airways","2019-06-05","Kolkata","Banglore","06:30:00",1330,"1 stop",13941
"SpiceJet","2019-06-05","Mumbai","Hyderabad","05:45:00",90,"non-stop",2017
"Jet Airways","2019-06-05","Kolkata","Banglore","09:35:00",690,"1 stop",10703
"Jet Airways","2019-06-05","Kolkata","Banglore","08:25:00",685,"1 stop",14781
"Air Asia","2019-06-05","Kolkata","Banglore","07:35:00",955,"1 stop",5192
"Jet Airways","2019-06-05","Kolkata","Banglore","08:25:00",590,"1 stop",14781
"Vistara","2019-06-05","Kolkata","Banglore","17:00:00",965,"1 stop",8137
"Multiple carriers","2019-06-05","Delhi","Cochin","13:00:00",480,"1 stop",13727
"Vistara","2019-06-05","Kolkata","Banglore","07:10:00",700,"1 stop",8610
"Jet Airways","2019-06-05","Kolkata","Banglore","16:30:00",425,"1 stop",11841
"Jet Airways","2019-06-05","Delhi","Cochin","19:10:00",1430,"2 stops",15129
"Vistara","2019-06-05","Banglore","Delhi","21:00:00",170,"non-stop",4668
"Air India","2019-06-05","Delhi","Cochin","22:00:00",1275,"2 stops",11701
"Jet Airways","2019-06-05","Kolkata","Banglore","16:30:00",730,"1 stop",8586
"Air India","2019-06-05","Kolkata","Banglore","12:00:00",590,"2 stops",10151
"Air India","2019-06-05","Kolkata","Banglore","19:00:00",580,"1 stop",6117
"Vistara","2019-06-05","Kolkata","Banglore","07:10:00",790,"1 stop",8610
"Air India","2019-06-05","Kolkata","Banglore","12:00:00",1830,"2 stops",10151
"Jet Airways","2019-06-05","Banglore","Delhi","17:45:00",180,"non-stop",4030
"Air India","2019-06-05","Kolkata","Banglore","09:10:00",245,"1 stop",8996
"Jet Airways","2019-06-05","Kolkata","Banglore","16:30:00",1010,"1 stop",9663
"Air India","2019-06-05","Kolkata","Banglore","09:50:00",675,"1 stop",7452
"Jet Airways","2019-06-05","Kolkata","Banglore","21:10:00",665,"1 stop",13584
"Air India","2019-06-05","Kolkata","Banglore","10:00:00",1470,"3 stops",12797
"Jet Airways","2019-06-05","Mumbai","Hyderabad","07:05:00",85,"non-stop",4995
"Air India","2019-06-05","Kolkata","Banglore","09:25:00",1780,"2 stops",11542
"Jet Airways","2019-06-05","Banglore","Delhi","18:55:00",185,"non-stop",7229
"SpiceJet","2019-06-05","Kolkata","Banglore","17:10:00",150,"non-stop",4491
"Jet Airways","2019-06-05","Kolkata","Banglore","06:30:00",1545,"1 stop",8586
"Air India","2019-06-05","Kolkata","Banglore","09:50:00",805,"2 stops",14120
"Jet Airways","2019-06-05","Kolkata","Banglore","17:00:00",1075,"1 stop",13067
"Jet Airways","2019-06-05","Kolkata","Banglore","14:05:00",345,"1 stop",10844
"Air India","2019-06-05","Kolkata","Banglore","10:00:00",1440,"2 stops",14298
"Jet Airways","2019-06-05","Kolkata","Banglore","17:00:00",395,"1 stop",10703
"Jet Airways","2019-06-05","Delhi","Cochin","09:40:00",1615,"2 stops",15129
"Jet Airways","2019-06-05","Kolkata","Banglore","08:25:00",590,"1 stop",10844
"Air India","2019-06-05","Kolkata","Banglore","17:30:00",925,"1 stop",10203
